1;09;2017;3052;191;;;;;1,00;36,91;;
1;09;2017;3180;191;;;;;1,00;45,50;;
1;09;2017;2003;191;;;;;1,00;26,25;;
1;09;2017;3061;191;;;;;1,00;10,50;;
1;09;2017;3037;191;;;;;1,00;18,84;;
1;09;2017;3131;191;;;;;1,00;57,16;;
1;09;2017;2229;191;;;;;1,00;7,96;;
1;09;2017;2082;191;;;;;1,00;4,69;;
1;09;2017;2369;191;;;;;1,00;6,43;;
1;09;2017;3134;191;;;;;1,00;33,60;;
1;09;2017;2001;191;;;;;1,00;12,09;;
1;09;2017;2112;191;;;;;1,00;8,80;;
1;09;2017;3132;191;;;;;1,00;18,64;;
1;09;2017;3055;191;;;;;1,00;3,48;;
1;09;2017;2781;191;;;;;1,00;15,21;;
1;09;2017;2406;191;;;;;1,00;25,65;;
1;09;2017;2386;191;;;;;1,00;12,35;;
1;09;2017;2136;191;;;;;1,00;9,08;;
1;09;2017;3039;191;;;;;1,00;8,97;;
1;09;2017;3008;191;;;;;1,00;7,71;;
1;09;2017;2346;191;;;;;1,00;22,07;;
1;09;2017;2020;191;;;;;1,00;8,96;;
1;09;2017;3169;191;;;;;1,00;25,56;;
1;09;2017;2852;191;;;;;1,00;52,55;;
1;09;2017;3051;191;;;;;1,00;30,82;;
1;09;2017;2695;191;;;;;1,00;40,47;;
1;09;2017;3079;191;;;;;1,00;27,76;;
1;09;2017;3156;191;;;;;1,00;80,29;;
1;09;2017;2250;191;;;;;1,00;10,01;;
1;09;2017;2056;191;;;;;1,00;84,15;;
1;09;2017;3142;191;;;;;1,00;73,99;;
1;09;2017;2183;191;;;;;1,00;15,22;;
1;09;2017;3054;191;;;;;1,00;4,41;;
1;09;2017;2447;191;;;;;1,00;14,22;;
1;09;2017;2222;191;;;;;1,00;45,71;;
1;09;2017;2194;191;;;;;1,00;64,36;;
1;09;2017;3036;191;;;;;1,00;54,38;;
1;09;2017;2264;191;;;;;1,00;27,22;;
1;09;2017;2610;191;;;;;1,00;66,71;;
1;09;2017;2652;191;;;;;1,00;70,91;;
1;09;2017;3070;191;;;;;1,00;22,62;;
1;09;2017;2053;191;;;;;1,00;72,75;;
1;09;2017;2221;191;;;;;1,00;24,97;;
1;09;2017;2002;191;;;;;1,00;85,49;;
1;09;2017;3175;191;;;;;1,00;5,18;;
1;09;2017;3147;191;;;;;1,00;82,78;;
1;09;2017;2415;191;;;;;1,00;5,94;;
1;09;2017;3130;191;;;;;1,00;96,14;;
1;09;2017;3094;191;;;;;1,00;2,91;;
1;09;2017;3100;191;;;;;1,00;40,46;;
1;09;2017;3091;191;;;;;1,00;0,98;;
1;09;2017;3128;191;;;;;1,00;25,95;;
1;09;2017;3185;191;;;;;1,00;0,46;;
1;09;2017;3153;191;;;;;1,00;3,79;;
1;09;2017;2828;191;;;;;1,00;16,52;;
1;09;2017;2544;191;;;;;1,00;32,74;;
1;09;2017;2872;191;;;;;1,00;47,78;;
1;09;2017;2623;191;;;;;1,00;17,27;;
1;09;2017;2198;191;;;;;1,00;11,80;;
1;09;2017;2885;191;;;;;1,00;37,79;;
1;09;2017;3080;191;;;;;1,00;9,30;;
1;09;2017;3030;191;;;;;1,00;41,78;;
1;09;2017;3181;191;;;;;1,00;42,91;;
1;09;2017;3098;191;;;;;1,00;23,74;;
1;09;2017;2592;191;;;;;1,00;24,73;;
1;09;2017;2190;191;;;;;1,00;05,88;;
1;09;2017;2888;191;;;;;1,00;3,29;;
1;09;2017;2699;191;;;;;1,00;8,63;;
1;09;2017;3167;191;;;;;1,00;35,37;;
1;09;2017;3122;191;;;;;1,00;65,65;;
1;09;2017;2857;191;;;;;1,00;25,75;;
1;09;2017;3095;191;;;;;1,00;43,87;;
1;09;2017;3072;191;;;;;1,00;19,49;;
1;09;2017;2682;191;;;;;1,00;33,16;;
1;09;2017;2474;191;;;;;1,00;25,06;;
1;09;2017;2429;191;;;;;1,00;65,05;;
1;09;2017;2288;191;;;;;1,00;71,03;;
1;09;2017;3087;191;;;;;1,00;15,91;;
1;09;2017;3166;191;;;;;1,00;33,01;;
1;09;2017;2796;191;;;;;1,00;37,78;;
1;09;2017;3173;191;;;;;1,00;13,62;;
1;09;2017;3077;191;;;;;1,00;23,26;;
1;09;2017;3152;191;;;;;1,00;7,90;;
1;09;2017;2685;191;;;;;1,00;67,70;;
1;09;2017;3189;191;;;;;1,00;45,00;;
1;09;2017;3085;191;;;;;1,00;2,80;;
1;09;2017;2588;191;;;;;1,00;9,91;;
1;09;2017;2855;191;;;;;1,00;43,63;;
1;09;2017;2801;191;;;;;1,00;88,66;;
1;09;2017;3160;191;;;;;1,00;44,58;;
1;09;2017;2341;191;;;;;1,00;10,97;;
1;09;2017;2662;191;;;;;1,00;52,71;;
1;09;2017;2672;191;;;;;1,00;98,32;;
1;09;2017;3096;191;;;;;1,00;27,70;;
1;09;2017;3184;191;;;;;1,00;67,87;;
1;09;2017;2459;191;;;;;1,00;54,34;;
1;09;2017;3174;191;;;;;1,00;8,57;;
1;09;2017;2806;191;;;;;1,00;25,38;;
1;09;2017;3137;191;;;;;1,00;7,95;;
1;09;2017;3187;191;;;;;1,00;42,34;;
1;09;2017;3182;191;;;;;1,00;7,35;;
1;09;2017;3171;191;;;;;1,00;8,09;;
1;09;2017;3097;191;;;;;1,00;42,11;;
1;09;2017;3165;191;;;;;1,00;29,57;;
1;09;2017;2432;191;;;;;1,00;25,16;;
1;09;2017;3120;191;;;;;1,00;23,64;;
1;09;2017;3159;191;;;;;1,00;35,01;;
1;09;2017;3179;191;;;;;1,00;13,76;;
1;09;2017;3177;191;;;;;1,00;26,00;;
1;09;2017;3161;191;;;;;1,00;73,60;;
1;09;2017;3163;191;;;;;1,00;0,74;;
1;09;2017;3162;191;;;;;1,00;27,79;;
1;09;2017;2377;191;;;;;1,00;34,65;;
1;09;2017;3003;191;;;;;1,00;62,98;;
1;09;2017;2875;191;;;;;1,00;90,38;;
1;09;2017;2217;191;;;;;1,00;44,84;;
1;09;2017;3059;191;;;;;1,00;33,48;;
1;09;2017;2851;191;;;;;1,00;15,60;;
1;09;2017;2756;191;;;;;1,00;18,76;;
1;09;2017;2298;191;;;;;1,00;22,15;;
1;09;2017;2268;191;;;;;1,00;39,28;;
1;09;2017;2253;191;;;;;1,00;72,85;;
1;09;2017;2365;191;;;;;1,00;77,07;;
1;09;2017;2239;191;;;;;1,00;19,54;;
1;09;2017;2478;191;;;;;1,00;8,20;;
1;09;2017;2490;191;;;;;1,00;0,95;;
1;09;2017;3150;191;;;;;1,00;30,41;;
1;09;2017;2511;191;;;;;1,00;50,88;;
1;09;2017;2867;191;;;;;1,00;9,65;;
1;09;2017;3049;191;;;;;1,00;64,39;;
1;09;2017;3135;191;;;;;1,00;12,76;;
1;09;2017;3083;191;;;;;1,00;42,69;;
1;09;2017;2542;191;;;;;1,00;40,52;;
1;09;2017;2086;191;;;;;1,00;23,72;;
1;09;2017;3001;191;;;;;1,00;29,21;;
1;09;2017;3044;191;;;;;1,00;19,38;;
1;09;2017;3168;191;;;;;1,00;7,07;;
1;09;2017;3069;191;;;;;1,00;11,97;;
1;09;2017;2878;191;;;;;1,00;3,86;;
1;09;2017;2308;191;;;;;1,00;21,76;;
1;09;2017;2305;191;;;;;1,00;6,46;;
1;09;2017;3178;191;;;;;1,00;2,15;;
1;09;2017;3143;191;;;;;1,00;27,16;;
1;09;2017;2248;191;;;;;1,00;36,70;;
1;09;2017;3019;191;;;;;1,00;84,32;;
1;09;2017;3062;191;;;;;1,00;85,99;;
1;09;2017;2473;191;;;;;1,00;49,33;;
1;09;2017;2216;191;;;;;1,00;6,67;;
1;09;2017;3020;191;;;;;1,00;53,98;;
1;09;2017;3155;191;;;;;1,00;25,45;;
1;09;2017;2626;191;;;;;1,00;51,30;;
1;09;2017;3149;191;;;;;1,00;17,79;;
